book_title,author,ratings,avg_rating,book_image,book_url
End Zone,Don DeLillo,"3,816",3.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328334978i/11764.jpg,https://www.goodreads.com/book/show/11764.End_Zone
The Sign of the Twisted Candles,Carolyn Keene,"16,038",3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1314938450i/117645.jpg,https://www.goodreads.com/book/show/117645.The_Sign_of_the_Twisted_Candles
Good Intentions,Elliott Kay,"5,522",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342620030i/11764721.jpg,https://www.goodreads.com/book/show/11764721-good-intentions
The One That I Want,Jennifer Echols,"8,880",3.73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1318457926i/11765175.jpg,https://www.goodreads.com/book/show/11765175-the-one-that-i-want
Bridge of Scarlet Leaves,Kristina McMorris,"5,235",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1318542564i/11765834.jpg,https://www.goodreads.com/book/show/11765834-bridge-of-scarlet-leaves
Atlantica Dream,Mark Alders,18,3.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1325717092i/11767639.jpg,https://www.goodreads.com/book/show/11767639-atlantica-dream
Boudica: Dreaming the Hound,Manda Scott,"2,249",4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348522919i/1176655.jpg,https://www.goodreads.com/book/show/1176655.Boudica
The English: A Portrait of a People,Jeremy Paxman,"2,447",3.56,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171741854i/117663.jpg,https://www.goodreads.com/book/show/117663.The_English
The Calling,Kelley Armstrong,"35,572",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1478986621i/11765920.jpg,https://www.goodreads.com/book/show/11765920-the-calling
Beyond Ultra,Robert A.  Wright,9,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347988540i/11767865.jpg,https://www.goodreads.com/book/show/11767865-beyond-ultra
A Sudden Dawn: A Martial Arts Novel,Goran Powell,127,4.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394358951i/11766856.jpg,https://www.goodreads.com/book/show/11766856-a-sudden-dawn
Redemption: The Myth of Pet Overpopulation and the No Kill Revolution in America,Nathan J. Winograd,414,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266736957i/1176746.jpg,https://www.goodreads.com/book/show/1176746.Redemption
The Next Shakespeare,Wanda Ernstberger,16,3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308450264i/11769012.jpg,https://www.goodreads.com/book/show/11769012-the-next-shakespeare
The Hotel New Hampshire,John Irving,"66,676",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1318013543i/11768.jpg,https://www.goodreads.com/book/show/11768.The_Hotel_New_Hampshire
Body Movers,Stephanie Bond,"14,673",3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388204391i/1176884.jpg,https://www.goodreads.com/book/show/1176884.Body_Movers
My Lord Vampire,Debbie Raleigh,"1,661",3.58,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331445542i/11768308.jpg,https://www.goodreads.com/book/show/11768308-my-lord-vampire
The Cowboy Takes a Bride,Lori Wilde,"2,962",3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327719461i/11768553.jpg,https://www.goodreads.com/book/show/11768553-the-cowboy-takes-a-bride
Enchantment,Charlotte Abel,"3,469",3.68,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327892866i/11768958.jpg,https://www.goodreads.com/book/show/11768958-enchantment
Winter Night: Selected Poems by Attila József,Attila József,16,4.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171742304i/117697.jpg,https://www.goodreads.com/book/show/117697.Winter_Night
The Shape of Desire,Sharon Shinn,"1,365",3.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310080799i/11769081.jpg,https://www.goodreads.com/book/show/11769081-the-shape-of-desire
Hot Winter Nights,Cherie Bennett,19,3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171742310i/117703.jpg,https://www.goodreads.com/book/show/117703.Hot_Winter_Nights
Teller,Chris Howard,20,3.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328039104i/11772953.jpg,https://www.goodreads.com/book/show/11772953-teller
Your Guide To Earth's Pivotal Years: A Direct Path To Enlightened Living,Selacia,13,3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1356201085i/11770139.jpg,https://www.goodreads.com/book/show/11770139-your-guide-to-earth-s-pivotal-years
Green Lake,S.K. Epperson,"8,796",3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1382143379i/11769373.jpg,https://www.goodreads.com/book/show/11769373-green-lake
Raptor Red,Robert T. Bakker,"9,247",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1533437168i/117710.jpg,https://www.goodreads.com/book/show/117710.Raptor_Red
Lily White Lies,Kathy Reinhart,75,3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348759005i/11773130.jpg,https://www.goodreads.com/book/show/11773130-lily-white-lies
Dreadnought!,Diane Carey,"1,670",3.61,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387733122i/1176964.jpg,https://www.goodreads.com/book/show/1176964.Dreadnought_
Charming Billy,Alice McDermott,"11,699",3.48,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166485801i/11773.jpg,https://www.goodreads.com/book/show/11773.Charming_Billy
Gob's Grief,Chris Adrian,605,3.73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320512352i/117731.jpg,https://www.goodreads.com/book/show/117731.Gob_s_Grief
Wit'ch Gate,James Clemens,"3,930",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388463673i/1177330.jpg,https://www.goodreads.com/book/show/1177330.Wit_ch_Gate
The Orchid Shroud,Michelle Wan,187,3.47,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328046237i/1177346.jpg,https://www.goodreads.com/book/show/1177346.The_Orchid_Shroud
Wit'ch Storm,James Clemens,"4,911",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320444409i/1177331.jpg,https://www.goodreads.com/book/show/1177331.Wit_ch_Storm
The Killing Moon,N.K. Jemisin,"21,657",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335835254i/11774272.jpg,https://www.goodreads.com/book/show/11774272-the-killing-moon
The Shadowed Sun,N.K. Jemisin,"11,126",4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1331143933i/11774295.jpg,https://www.goodreads.com/book/show/11774295-the-shadowed-sun
The Gathering Storm,Robin Bridges,"4,034",3.61,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434296043i/11774283.jpg,https://www.goodreads.com/book/show/11774283-the-gathering-storm
The Story (NIV): The Bible as One Continuing Story of God and His People,Randy Frazee,"7,179",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328345770i/11774472.jpg,https://www.goodreads.com/book/show/11774472-the-story-niv
Thou Shalt Not Road Trip,Antony John,690,3.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333755628i/11775171.jpg,https://www.goodreads.com/book/show/11775171-thou-shalt-not-road-trip
The Savage God: A Study of Suicide,Al Álvarez,"1,632",4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181667606i/1177533.jpg,https://www.goodreads.com/book/show/1177533.The_Savage_God
Rogue's Curse,Jason Beymer,52,3.62,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327289150i/11775816.jpg,https://www.goodreads.com/book/show/11775816-rogue-s-curse
Hour of the Lion,Cherise Sinclair,"7,288",4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310762198i/11775750.jpg,https://www.goodreads.com/book/show/11775750-hour-of-the-lion
Adventures in Funeral Crashing,Milda Harris,"2,350",3.75,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308518937i/11776598.jpg,https://www.goodreads.com/book/show/11776598-adventures-in-funeral-crashing
"Crossed, Vol. 2: Family Values",David Lapham,"1,413",3.36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1345606461i/11775972.jpg,https://www.goodreads.com/book/show/11775972-crossed-vol-2
Misled,Sylvia Day,"2,594",3.51,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308518986i/11776608.jpg,https://www.goodreads.com/book/show/11776608-misled
To Walk the Night,E.S. Moore,"1,268",3.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1314942400i/11776582.jpg,https://www.goodreads.com/book/show/11776582-to-walk-the-night
Kiss of the Night,Sylvia Day,"1,355",3.66,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1354394010i/11776642.jpg,https://www.goodreads.com/book/show/11776642-kiss-of-the-night
Headhunters,Jo Nesbø,"38,003",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320551831i/11777020.jpg,https://www.goodreads.com/book/show/11777020-headhunters
Invisible Sun,David Macinnis Gill,349,3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1323479119i/11777039.jpg,https://www.goodreads.com/book/show/11777039-invisible-sun
Simon Says,Gillian Colbert,291,3.55,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311773735i/11779001.jpg,https://www.goodreads.com/book/show/11779001-simon-says
The New Republic,Lionel Shriver,"1,926",3.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1321567657i/11778910.jpg,https://www.goodreads.com/book/show/11778910-the-new-republic
Destined,Jessie Harrell,"2,516",3.71,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308602329i/11778281.jpg,https://www.goodreads.com/book/show/11778281-destined
Them,Joyce Carol Oates,"3,592",3.71,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344071671i/11779.jpg,https://www.goodreads.com/book/show/11779.Them
Curses! A F**ked Up Fairytale,J.A. Kazimer,"1,026",3.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316552376i/11779366.jpg,https://www.goodreads.com/book/show/11779366-curses-a-f-ked-up-fairytale
The Depths of Darkness,Laurie Bowler,35,4.71,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1700422956i/11780476.jpg,https://www.goodreads.com/book/show/11780476-the-depths-of-darkness
Rogue's Honor,Aiden Sawyer,20,3.60,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328345911i/11780399.jpg,https://www.goodreads.com/book/show/11780399-rogue-s-honor
Between Their Worlds,Barb Hendee,861,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432838480i/11779667.jpg,https://www.goodreads.com/book/show/11779667-between-their-worlds
The Venetian Betrayal,Steve Berry,"27,915",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441796864i/1178039.jpg,https://www.goodreads.com/book/show/1178039.The_Venetian_Betrayal
The Legacy of Kilkenny,Devyn Dawson,838,3.74,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1371112636i/11779786.jpg,https://www.goodreads.com/book/show/11779786-the-legacy-of-kilkenny
You Must Remember This,Joyce Carol Oates,"2,406",3.76,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311708808i/11780.jpg,https://www.goodreads.com/book/show/11780.You_Must_Remember_This
Tuesday's Child,Dale Mayer,"7,646",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328345913i/11780557.jpg,https://www.goodreads.com/book/show/11780557-tuesday-s-child
Be Not Afraid,K.R. Morrison,41,4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1395955924i/11779036.jpg,https://www.goodreads.com/book/show/11779036-be-not-afraid
Prowlers,Christopher Golden,367,3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181670742i/1178130.jpg,https://www.goodreads.com/book/show/1178130.Prowlers
Buffy the Vampire Slayer: Prophecies,Christopher Golden,631,3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181670767i/1178138.jpg,https://www.goodreads.com/book/show/1178138.Buffy_the_Vampire_Slayer
Missing Mom,Joyce Carol Oates,"4,692",3.57,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410139886i/11782.jpg,https://www.goodreads.com/book/show/11782.Missing_Mom
And Justice There Is None,Deborah Crombie,"9,061",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389149584i/1178207.jpg,https://www.goodreads.com/book/show/1178207.And_Justice_There_Is_None
Ghost Flower,Michele Jaffe,"1,083",3.76,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342493491i/11782157.jpg,https://www.goodreads.com/book/show/11782157-ghost-flower
Marked / Betrayed / Chosen / Untamed / Tempted / Burned,P.C. Cast,"1,018",4.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347017997i/11782608.jpg,https://www.goodreads.com/book/show/11782608-marked-betrayed-chosen-untamed-tempted-burned
This One Time with Julia,David Lampson,315,3.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347981255i/11782168.jpg,https://www.goodreads.com/book/show/11782168-this-one-time-with-julia
The Rosary Girls,Richard Montanari,"7,815",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388856694i/1178310.jpg,https://www.goodreads.com/book/show/1178310.The_Rosary_Girls
Beneath the Dune,Walter Ramsay,38,3.74,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347394883i/11783942.jpg,https://www.goodreads.com/book/show/11783942-beneath-the-dune
Control Point,Myke Cole,"6,567",3.51,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309460843i/11783484.jpg,https://www.goodreads.com/book/show/11783484-control-point
Imperial Earth,Arthur C. Clarke,"6,758",3.74,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171743644i/117840.jpg,https://www.goodreads.com/book/show/117840.Imperial_Earth
The Master and Margarita,Mikhail Bulgakov,"373,849",4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327867963i/117833.jpg,https://www.goodreads.com/book/show/117833.The_Master_and_Margarita
"Farewell, Miss Zukas",Jo Dereske,347,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348204961i/11783953.jpg,https://www.goodreads.com/book/show/11783953-farewell-miss-zukas
Songs of Distant Earth,Arthur C. Clarke,"16,319",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1375814883i/117842.jpg,https://www.goodreads.com/book/show/117842.Songs_of_Distant_Earth
Take This Regret,Amy Lichtenhan,"25,077",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347389725i/11784281.jpg,https://www.goodreads.com/book/show/11784281-take-this-regret
The Trigger,Arthur C. Clarke,"1,005",3.76,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1223645380i/117844.jpg,https://www.goodreads.com/book/show/117844.The_Trigger
"Guy Langman, Crime Scene Procrastinator",Josh Berk,554,3.40,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333578075i/11784878.jpg,https://www.goodreads.com/book/show/11784878-guy-langman-crime-scene-procrastinator
Zombie,Joyce Carol Oates,"11,995",3.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387701203i/11785.jpg,https://www.goodreads.com/book/show/11785.Zombie
The Bride Wore Pearls,Liz Carlyle,"1,031",3.61,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328272944i/11785427.jpg,https://www.goodreads.com/book/show/11785427-the-bride-wore-pearls
Born to Darkness,Suzanne Brockmann,"3,831",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312867462i/11785468.jpg,https://www.goodreads.com/book/show/11785468-born-to-darkness
I Want Candy,Susan Donovan,"1,615",3.59,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440195207i/11785502.jpg,https://www.goodreads.com/book/show/11785502-i-want-candy
The Robin Hood Trilogy: The Medieval Trilogy,Marsha Canham,190,4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394253890i/11786436.jpg,https://www.goodreads.com/book/show/11786436-the-robin-hood-trilogy
The Journal of James Halldon,Glynn James,"1,000",3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1373918534i/11785826.jpg,https://www.goodreads.com/book/show/11785826-the-journal-of-james-halldon
Dragons of Winter Night,Margaret Weis,"52,375",4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387711976i/1178578.jpg,https://www.goodreads.com/book/show/1178578.Dragons_of_Winter_Night
She Tempts the Duke,Lorraine Heath,"6,859",3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1464208641i/11785513.jpg,https://www.goodreads.com/book/show/11785513-she-tempts-the-duke
The Reckoning,Alma Katsu,"3,260",4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333747833i/11785701.jpg,https://www.goodreads.com/book/show/11785701-the-reckoning
My Ruthless Prince,Gaelen Foley,"2,447",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1313768794i/11785885.jpg,https://www.goodreads.com/book/show/11785885-my-ruthless-prince
Blame It on Bath,Caroline Linden,"2,308",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1321941455i/11785877.jpg,https://www.goodreads.com/book/show/11785877-blame-it-on-bath
No Turning Back,Tiffany Snow,"11,952",4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398326620i/11786581.jpg,https://www.goodreads.com/book/show/11786581-no-turning-back
Turning Point,Melissa Luznicky Garrett,65,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312764055i/11787536.jpg,https://www.goodreads.com/book/show/11787536-turning-point
Bessica Lefter Bites Back,Kristen Tracy,106,3.63,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333578163i/11788118.jpg,https://www.goodreads.com/book/show/11788118-bessica-lefter-bites-back
Bruised,Sarah Skilton,"1,081",3.74,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348770052i/11787733.jpg,https://www.goodreads.com/book/show/11787733-bruised
Our Lady of Alice Bhatti,Mohammed Hanif,"2,729",3.41,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1313987631i/11787752.jpg,https://www.goodreads.com/book/show/11787752-our-lady-of-alice-bhatti
The Recognitions,William Gaddis,"5,890",4.20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348605197i/11786836.jpg,https://www.goodreads.com/book/show/11786836-the-recognitions
Shadow's Edge,Maureen Lipinski,104,3.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309479679i/11788386.jpg,https://www.goodreads.com/book/show/11788386-shadow-s-edge
Cross My Heart,Sasha Gould,"1,713",3.53,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1334173358i/11788123.jpg,https://www.goodreads.com/book/show/11788123-cross-my-heart
Katana,Cole Gibsen,"1,176",3.76,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327892517i/11788440.jpg,https://www.goodreads.com/book/show/11788440-katana
Dreams in Time,Kim Reynolds,11,4.64,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347510109i/11788738.jpg,https://www.goodreads.com/book/show/11788738-dreams-in-time
Pieces of Us,Margie Gelbwasser,"1,298",3.60,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347591975i/11788404.jpg,https://www.goodreads.com/book/show/11788404-pieces-of-us
In Too Deep,Amanda Grace,"1,603",3.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327879552i/11788433.jpg,https://www.goodreads.com/book/show/11788433-in-too-deep
Dreaming in Color,Fiona Lewis,8,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328775173i/11789435.jpg,https://www.goodreads.com/book/show/11789435-dreaming-in-color
Ripper,Amy Carol Reeves,"1,024",3.65,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327881448i/11788444.jpg,https://www.goodreads.com/book/show/11788444-ripper
The Night of the Solstice,L.J. Smith,"1,679",3.66,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1221852699i/1178862.jpg,https://www.goodreads.com/book/show/1178862.The_Night_of_the_Solstice
Afterlives,Keith B. Phillips,9,4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1315250919i/11790370.jpg,https://www.goodreads.com/book/show/11790370-afterlives
Succubus Comes Home,Lucy Felthouse,13,3.62,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327664652i/11790632.jpg,https://www.goodreads.com/book/show/11790632-succubus-comes-home
"Lady Gaga - Born This Way Piano, Vocal and Guitar Chords",Lady Gaga,93,4.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347698978i/11790960.jpg,https://www.goodreads.com/book/show/11790960-lady-gaga---born-this-way-piano-vocal-and-guitar-chords
Summer Wishes,Kailin Gow,158,3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308642770i/11790739.jpg,https://www.goodreads.com/book/show/11790739-summer-wishes
Moscow to the End of the Line,Venedikt Erofeev,"12,102",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1626318382i/117896.jpg,https://www.goodreads.com/book/show/117896.Moscow_to_the_End_of_the_Line
Dare to Dream: Life as One Direction,One Direction,"7,825",4.58,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327150472i/11792612.jpg,https://www.goodreads.com/book/show/11792612-dare-to-dream
Humorlost,Carol Donahue,3,4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327921832i/11793540.jpg,https://www.goodreads.com/book/show/11793540-humorlost
Dirty Kiss,Rhys Ford,"4,483",3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349041094i/11787563.jpg,https://www.goodreads.com/book/show/11787563-dirty-kiss
The Husband Hunt,Lynsay Sands,"4,135",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393128620i/11791217.jpg,https://www.goodreads.com/book/show/11791217-the-husband-hunt
3096 Dage,Natascha Kampusch,"14,419",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308661995i/11792651.jpg,https://www.goodreads.com/book/show/11792651-3096-dage
The Animal Family,Randall Jarrell,"1,472",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348962274i/117930.jpg,https://www.goodreads.com/book/show/117930.The_Animal_Family
Africa Junction,Ginny Baily,85,3.53,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358735935i/11793248.jpg,https://www.goodreads.com/book/show/11793248-africa-junction
The Larkswood Legacy,Nicola Cornick,78,3.73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266737633i/1179541.jpg,https://www.goodreads.com/book/show/1179541.The_Larkswood_Legacy
Beloved,Patty Sarro,112,3.63,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330978964i/11794167.jpg,https://www.goodreads.com/book/show/11794167-beloved
Secretary for Two,Sindra van Yssel,200,3.51,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308670756i/11793760.jpg,https://www.goodreads.com/book/show/11793760-secretary-for-two
Bridge of the Single Hair,Candida Pugh,50,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328021707i/11794732.jpg,https://www.goodreads.com/book/show/11794732-bridge-of-the-single-hair
The Centurion and the Queen (Historical Romance) by Minnette Meador,Minnette Meador,80,3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328346216i/11794219.jpg,https://www.goodreads.com/book/show/11794219-the-centurion-and-the-queen-historical-romance-by-minnette-meador
All The Wrong Reasons,J.L. Paul,"8,648",3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328177987i/11793544.jpg,https://www.goodreads.com/book/show/11793544-all-the-wrong-reasons
Shell Game,Ridley Pearson,"6,708",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1326272102i/11795449.jpg,https://www.goodreads.com/book/show/11795449-shell-game
Cinnamon Roll Murder,Joanne Fluke,"13,576",3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311617132i/11796251.jpg,https://www.goodreads.com/book/show/11796251-cinnamon-roll-murder
God's Eye,A.J. Scudiere,196,3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347472811i/11795956.jpg,https://www.goodreads.com/book/show/11795956-god-s-eye
Ward Against Death,Melanie Card,658,3.65,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436909339i/11796405.jpg,https://www.goodreads.com/book/show/11796405-ward-against-death
Golf in the Kingdom,Michael Murphy,"2,033",3.73,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347440601i/11797137.jpg,https://www.goodreads.com/book/show/11797137-golf-in-the-kingdom
The Shifter,Jean    Johnson,269,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1321494541i/11797232.jpg,https://www.goodreads.com/book/show/11797232-the-shifter
Nightborn,Lynn Viehl,"1,209",3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316117532i/11797287.jpg,https://www.goodreads.com/book/show/11797287-nightborn
From the Memoirs of a Non-Enemy Combatant,Alex Gilvarry,779,3.65,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479779377i/11797355.jpg,https://www.goodreads.com/book/show/11797355-from-the-memoirs-of-a-non-enemy-combatant
The Royal Wulff Murders,Keith McCafferty,"2,601",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347934647i/11797360.jpg,https://www.goodreads.com/book/show/11797360-the-royal-wulff-murders
